generation,index,candidate,feasible,fatal,violations,tier,objective0,objective1,objective2,objective3
5,43,807e875e,true,0,0,8,6177174,464452,4515816,0
5,44,e868439b,true,0,0,8,6023164,394753,4668949,0
5,45,c1006e31,true,0,0,8,6078863,397360,4613719,0
5,46,05f5be01,true,0,0,8,6044403,395172,4647978,0
5,47,c12f4bd5,true,0,0,8,6030752,395090,4661419,0
6,0,574ea983,true,0,0,8,5876314,352087,4814633,0
6,1,85a95ec4,true,0,0,8,6298202,458437,4395132,0
6,2,1e632cd8,true,0,0,8,6143441,377197,4549466,0
6,3,95ac95fd,true,0,0,8,6253391,438926,4439849,0
6,4,bdf28fa9,true,0,0,8,5911808,361623,4779383,0
6,5,425068fc,true,0,0,8,6279967,444255,4413323,0
6,6,fedc4e70,true,0,0,8,5890509,355272,4800533,0
6,7,f04e2ba2,true,0,0,8,5883420,353801,4807583,0
6,8,1d9e548c,true,0,0,8,5901160,358555,4789958,0
6,9,65ae61d7,true,0,0,8,5894058,356711,4797008,0
6,10,e283a167,true,0,0,8,5897613,357227,4793483,0
6,11,c5f94361,true,0,0,8,5908259,360073,4782908,0
6,12,82210883,true,0,0,8,5879865,353328,4811108,0
6,13,b2071793,true,0,0,8,5904711,359797,4786433,0
6,14,40e48c40,true,0,0,8,5886969,355361,4804058,0
6,15,ca1a5485,true,0,0,8,6275537,459006,4417838,0
6,16,fd00e2f0,true,0,0,8,6137927,381484,4554947,0
6,17,4d0d42c2,true,0,0,8,5893577,365609,4797451,0
6,18,290f5703,true,0,0,8,6247775,440262,4445441,0
6,19,1bbc32d2,true,0,0,8,6264991,450443,4428278,0
6,20,4b388426,true,0,0,8,6272318,451241,4420969,0
6,21,e4a1c739,true,0,0,8,6268658,451104,4424624,0
6,22,978416fc,true,0,0,8,5861485,366817,4829347,0
6,23,fb5c1d3d,true,0,0,8,6270411,461473,4422950,0
6,24,00b9b0ac,true,0,0,8,6114937,386894,4577799,0
6,25,3cd43a50,true,0,0,8,5867005,367861,4823866,0
6,26,069a8321,true,0,0,8,6147086,444091,4545867,0
6,27,ff8d9350,true,0,0,8,6264076,453907,4429268,0
6,28,9925df2e,true,0,0,8,6168805,449609,4524274,0
